From Files,To File,References,From Entities,To Entities
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/OpenGlOptionDialog.cpp,4,3,4
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/OpenGlOptionDialog.hpp,283,30,55
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/OrbitViewCanvas.cpp,2,2,2
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/OrbitViewCanvas.hpp,327,50,75
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/OrbitViewPanel.cpp,1,1,1
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/OrbitViewPanel.hpp,561,18,68
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/ReportFileSetupPanel.cpp,1,1,1
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/ReportFileSetupPanel.hpp,137,10,20
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/SubscriberSetupPanel.hpp,44,10,6
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotCanvas.cpp,44,30,28
5,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotCanvas.hpp,662,58,82
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotCurve.cpp,32,6,13
4,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotCurve.hpp,234,52,29
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotDefs.hpp,12,7,6
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotOptionsDialog.cpp,35,1,34
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotOptionsDialog.hpp,135,42,27
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotXYCanvas.cpp,1,1,1
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/TsPlotXYCanvas.hpp,3,3,1
5,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/ViewCanvas.cpp,107,54,34
8,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/ViewCanvas.hpp,1128,140,122
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/XyPlotSetupPanel.cpp,1,1,1
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/subscriber/XyPlotSetupPanel.hpp,114,9,17
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/EditorPanel.hpp,13,7,2
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/EditorPreferences.cpp,7,4,3
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/EditorPreferences.hpp,134,15,59
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/EditorPrintout.hpp,20,5,5
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/FindReplaceDialog.hpp,63,7,15
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/ScriptEditor.cpp,14,6,11
6,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/ScriptEditor.hpp,61,24,17
3,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/ViewTextDialog.cpp,3,3,1
5,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/ViewTextDialog.hpp,56,14,12
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/ViewTextFrame.cpp,8,5,1
8,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/gui/view/ViewTextFrame.hpp,31,28,6
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/TestDrivers/matrixinvert/TestDriver.cpp,1,1,1
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/TestDrivers/matrixinvert/TestDriver.hpp,2,2,1
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/TestDrivers/pathconcatenator/TestDriver.hpp,1,1,1
36,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/Common/TestOutput.cpp,3133,119,10
36,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/Common/TestOutput.hpp,236,195,8
10,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/TestForceModel/ConsoleAppException.hpp,24,15,2
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/TestMath/SimpleMathNode.hpp,117,12,15
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/TestParam/MyEtParam.hpp,14,10,3
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/TestScriptInterpreter/driver.hpp,1,1,1
1,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/TestSpacecraft/TestFunction.cpp,11,1,2
2,/Users/danielbeatty/projects/BeanStalk/cubsat (trunk)/GMAT-R2018a/src/UnitTests/TestSpacecraft/TestFunction.hpp,2,2,1
